Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Access_Date,Completion_Date,NSO_Complete_Code,Days_to_complete,Days_to_access,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
69103739,A,43782,F,E,43,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/14/2019,11/15/2019,11/15/2019,1,1,1,10123946,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,1
10260146,A,43591,F,E,38,M,Accountant/Financial Analyst,355016,Accountant/Financial Analyst,2,AP,NA,100,NA,5/8/2019,5/28/2019,5/28/2019,1,20,20,24534572,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
73994891,A,43479,F,E,30,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,1/15/2019,1/16/2019,1/16/2019,1,1,1,10163994,UP.STAF,UNIV,DIRECTOR B,1
62523574,A,43782,F,E,45,F,Research Specialist C,320030,Research Specialist C,2,AP,TN,0,NA,11/14/2019,NA,1/0/1900,0,NA,NA,52455243,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
43108883,A,43402,F,E,31,M,Business Administrator B,130390,Business Administrator B,2,AP,NA,100,NA,11/14/2018,11/14/2018,11/27/2018,1,13,0,15977990,#N/A,#N/A,#N/A,0
41652922,A,43773,F,E,24,M,Financial Analyst,355013,Financial Analyst,2,AP,NA,100,NA,11/5/2019,11/6/2019,11/20/2019,1,15,1,25718905,UP.STAF,UNIV,"DIRECTOR, ADMINISTRATIVE",0
19124833,A,43724,F,E,43,M,Accountant/Financial Analyst,355016,Accountant/Financial Analyst,2,AP,NA,38.46,NA,9/19/2019,9/24/2019,1/0/1900,0,NA,5,25689431,#N/A,#N/A,#N/A,2
46824313,A,43367,F,E,29,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,11/14/2018,11/19/2018,11/29/2018,1,15,5,17058576,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,1
69394041,A,43356,F,E,24,F,Counseling Psychologist B,365365,Counseling Psychologist B,2,AP,NA,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,10090533,UP.STAF,UNIV,COUNSELING PSYCHOLOGIST C,1
48996609,A,43711,F,E,62,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,9/21/2019,10/8/2019,10/17/2019,1,26,17,85502273,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",0
58078906,A,43753,F,E,50,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,11/2/2019,11/4/2019,11/12/2019,1,10,2,36442277,UP.FAC,UNIV,ACADEMIC CLINICIAN ASSIST,0
89468730,A,43622,F,E,30,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,6/8/2019,6/10/2019,6/11/2019,1,3,2,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
19513569,A,43647,F,E,27,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,7/11/2019,7/12/2019,7/15/2019,1,4,1,10280586,UP.STAF,NA,MANAGER E,1
80328087,A,43525,F,E,29,M,Data Analyst C,340106,Data Analyst C,2,AP,NA,100,NA,3/2/2019,3/4/2019,3/7/2019,1,5,2,16015261,UP.STAF,UNIV,INFORMATION TECHNOLOGY MA,2
13724786,A,43467,F,E,51,F,Director A,120388,Director A,2,AP,NA,100,NA,9/17/2019,10/9/2019,10/15/2019,1,28,22,10032162,UP.FAC,UNIV,PROFESSOR,0
64205904,A,43682,F,E,29,F,Accountant/Financial Analyst,355016,Accountant/Financial Analyst,2,AP,NA,100,NA,8/7/2019,8/7/2019,8/8/2019,1,1,0,10130990,UP.STAF,UNIV,BUSINESS MANAGER B,2
67211804,A,43752,F,E,56,M,Research Specialist B,320020,Research Specialist B,2,AP,LPR,100,NA,10/15/2019,10/19/2019,10/19/2019,1,4,4,54072134,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
17150692,A,43437,F,E,25,F,Statistical Analyst A,340430,Statistical Analyst A,2,AP,F-1,100,NA,12/4/2018,12/7/2018,12/10/2018,1,6,3,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
20009418,A,43647,F,E,27,M,Medical Physicist Trainee,399033,Medical Physicist Trainee,2,AP,NA,100,NA,7/5/2019,7/6/2019,7/6/2019,1,1,1,55430950,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",0
28475209,A,43683,F,E,54,M,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,10/22/2019,10/28/2019,11/6/2019,1,15,6,10076032,UP.FAC,UNIV,PROFESSOR,0
34729341,A,43488,F,E,35,F,Manager Research Project A,120860,Manager Research Project A,2,AP,F-1,7.69,NA,1/24/2019,11/25/2019,1/0/1900,0,NA,305,33655043,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
13815810,A,43598,F,E,32,M,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,DUAL,5/20/2019,5/22/2019,7/24/2019,1,65,2,80571760,HS.EMP,DUAL,Dir Behavioral Health Services,0
74192964,A,43647,F,E,42,F,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,7/3/2019,7/3/2019,7/16/2019,1,13,0,28455246,UP.FAC,UNIV,"FACULTY, PENDING",0
89529216,A,43509,F,E,33,M,Research Specialist C,320030,Research Specialist C,2,AP,NA,61.54,NA,2/14/2019,2/15/2019,1/0/1900,0,NA,1,70966294,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
10183163,A,43745,F,E,43,F,Business Administrator A,130380,Business Administrator A,2,AP,NA,100,NA,10/8/2019,10/10/2019,10/16/2019,1,8,2,10166262,UP.STAF,DUAL,"MANAGER, ADMINISTRATION A",0
38497726,A,43502,F,E,59,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,2/8/2019,2/8/2019,2/10/2019,1,2,0,53756887,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
67115323,A,43654,F,E,44,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,30.77,NA,7/11/2019,7/17/2019,1/0/1900,0,NA,6,51351691,UP.STAF,UNIV,DIRECTOR E,0
58976047,A,43780,F,E,40,F,Research Specialist D,320035,Research Specialist D,2,AP,NA,100,NA,11/12/2019,11/18/2019,11/18/2019,1,6,6,53250819,UP.FAC,UNIV,PROFESSOR,0
14294232,A,43703,F,E,38,F,Statistical Analyst A,340430,Statistical Analyst A,2,AP,NA,100,NA,8/28/2019,8/29/2019,8/29/2019,1,1,1,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
26943216,A,43752,F,E,26,F,Statistical Analyst A,340430,Statistical Analyst A,2,AP,F-1,100,NA,10/16/2019,10/16/2019,10/24/2019,1,8,0,83705295,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
62188105,A,43617,F,E,26,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,6/18/2019,6/27/2019,6/27/2019,1,9,9,17918349,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
79213538,A,43654,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/11/2019,7/11/2019,7/24/2019,1,13,0,57417302,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
77723870,A,43740,F,E,27,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,10/6/2019,10/8/2019,10/8/2019,1,2,2,22767810,UP.FAC,DUAL,PROFESSOR,0
45174876,A,43682,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/14/2019,8/14/2019,8/14/2019,1,0,0,50429142,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
28086067,A,43647,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,7/18/2019,NA,1/0/1900,0,NA,NA,10024232,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
24421648,A,43654,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/11/2019,8/16/2019,8/16/2019,1,36,36,10002674,UP.FAC,UNIV,PROFESSOR,0
20749273,A,43493,F,E,25,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,1/29/2019,1/30/2019,2/5/2019,1,7,1,10090966,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
47492526,A,43739,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/12/2019,10/14/2019,10/16/2019,1,4,2,58577533,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
39976082,A,43682,F,E,25,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,8/24/2019,8/26/2019,8/27/2019,1,3,2,10193512,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
77537829,A,43654,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/13/2019,7/15/2019,7/17/2019,1,4,2,25991693,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,0
69712507,A,43654,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,30.77,NA,7/30/2019,7/31/2019,1/0/1900,0,NA,1,78945445,UP.STAF,DUAL,COORDINATOR B,1
36455005,A,43514,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,LPR,100,NA,10/1/2019,10/1/2019,10/2/2019,1,1,0,68962791,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
85612301,A,43388,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,11/14/2018,11/15/2018,11/26/2018,1,12,1,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
84387003,A,43626,F,E,26,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,6/11/2019,6/11/2019,6/12/2019,1,1,0,17797512,UP.STAF,UNIV,"RESEARCH INVESTIGATOR, SE",1
71827735,A,43479,P,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,#N/A,8/20/2019,8/20/2019,8/22/2019,1,2,0,73057327,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
80896830,A,43682,F,E,27,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/7/2019,8/7/2019,8/19/2019,1,12,0,10002384,UP.FAC,UNIV,RESEARCH PROFESSOR,0
57850005,A,43437,F,E,29,F,Resource Technologist A,320100,Resource Technologist A,1,AP,J-2,61.54,NA,12/4/2018,1/3/2019,1/0/1900,0,NA,30,33383114,UP.STAF,UNIV,DIRECTOR B,2
62493152,A,43690,F,E,24,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,10/11/2019,NA,1/0/1900,0,NA,NA,10152843,UP.STAF,DUAL,MANAGER C,0
41417583,A,42240,F,E,22,F,Clinical Research Coordinator,399074,Clinical Research Coordinator,1,AP,NA,0,NA,8/7/2019,NA,1/0/1900,0,NA,NA,10005587,UP.FAC,UNIV,PROFESSOR,0
23359102,A,43617,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/18/2019,6/19/2019,1,3,2,76632629,UP.FAC,UNIV,RESEARCH ASSOCIATE,0
83838818,A,43573,F,E,29,M,Teacher,365300,Teacher,1,AP,NA,100,NA,4/25/2019,5/7/2019,5/13/2019,1,18,12,10090533,UP.STAF,UNIV,COUNSELING PSYCHOLOGIST C,1
14118099,A,43542,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,4/17/2019,NA,1/0/1900,0,NA,NA,28819798,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
48907663,A,43731,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,9/25/2019,9/25/2019,9/26/2019,1,1,0,45168208,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
57841161,A,43704,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,8/28/2019,8/28/2019,9/9/2019,1,12,0,87732018,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
57400276,A,43678,F,E,38,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,9/19/2019,10/2/2019,10/10/2019,1,21,13,63262165,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
48330802,A,43703,F,E,23,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,9/12/2019,9/12/2019,9/18/2019,1,6,0,75782049,UP.STAF,DUAL,DIRECTOR D,0
84418132,A,43647,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/5/2019,7/8/2019,7/8/2019,1,3,3,10031385,UP.FAC,DUAL,PROFESSOR,0
44393210,A,43216,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,9/9/2019,9/19/2019,9/20/2019,1,11,10,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
47499674,A,43780,F,E,33,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,11/13/2019,NA,1/0/1900,0,NA,NA,10076032,UP.FAC,UNIV,PROFESSOR,0
16679300,A,43675,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/7/2019,8/12/2019,11/14/2019,1,99,5,78945445,UP.STAF,DUAL,COORDINATOR B,1
82964518,A,43617,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/18/2019,6/18/2019,6/22/2019,1,4,0,30735289,UP.FAC,UNIV,INSTRUCTOR,0
28795760,A,43787,F,E,25,F,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,0,NA,11/19/2019,NA,1/0/1900,0,NA,NA,36495010,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
33085509,A,43402,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,11/14/2018,12/11/2018,12/13/2018,1,29,27,25794237,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,1
74850945,A,43472,F,E,26,F,Research Specialist B,320020,Research Specialist B,1,AP,F-1,100,NA,3/14/2019,3/29/2019,4/3/2019,1,20,15,10130801,UP.FAC,DUAL,PROFESSOR,0
74300191,A,43564,F,E,33,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,F-1,100,NA,4/13/2019,4/15/2019,4/16/2019,1,3,2,10001215,UP.FAC,DUAL,PROFESSOR,0
89462302,A,43689,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/14/2019,8/14/2019,8/15/2019,1,1,0,10135524,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",2
40526330,A,43360,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,11/14/2018,NA,1/0/1900,0,NA,NA,60676737,UP.STAF,UNIV,"MANAGER, ADMINISTRATION A",1
80445329,A,43654,F,E,28,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,7/11/2019,7/11/2019,11/6/2019,1,118,0,10100509,UP.STAF,UNIV,DIRECTOR D,0
33821227,A,43374,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/1/2019,6/12/2019,6/14/2019,1,13,11,63456397,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
28696194,A,43661,F,E,28,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,7/21/2019,NA,1/0/1900,0,NA,NA,10142159,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
68573261,A,43661,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,9/25/2019,NA,1/0/1900,0,NA,NA,10268698,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
74137714,A,43586,F,E,25,M,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,5/9/2019,5/14/2019,5/27/2019,1,18,5,10119123,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
51311453,A,43591,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/5/2019,NA,1/0/1900,0,NA,NA,33182790,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
38417066,A,43654,F,E,25,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,7/11/2019,7/12/2019,7/24/2019,1,13,1,36017331,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
76726419,A,43488,F,E,26,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/25/2019,1/25/2019,1/29/2019,1,4,0,10107799,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",0
36793708,A,43731,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,0,NA,9/26/2019,NA,1/0/1900,0,NA,NA,87287782,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
58445015,A,43678,F,E,38,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/7/2019,8/7/2019,8/8/2019,1,1,0,75700400,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
46384004,A,43767,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,10/31/2019,11/9/2019,11/13/2019,1,13,9,79669601,UP.FAC,DUAL,PROFESSOR,0
41299525,A,43497,F,E,24,M,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,100,NA,2/5/2019,2/13/2019,2/13/2019,1,8,8,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
30462277,A,43565,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,4/11/2019,4/11/2019,4/12/2019,1,1,0,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
84661531,A,43717,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,9/10/2019,10/2/2019,10/2/2019,1,22,22,10268698,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
16285403,A,43586,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,5/16/2019,5/19/2019,6/4/2019,1,19,3,52455243,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
44357846,A,43479,F,E,24,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/19/2019,NA,1/0/1900,0,NA,NA,62470816,UP.FAC,UNIV,"PROFESSOR, CLINICIAN-EDUC",0
82816079,A,43745,F,E,24,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,10/8/2019,10/9/2019,10/10/2019,1,2,1,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
15229148,A,43333,F,E,28,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/2/2019,7/2/2019,7/2/2019,1,0,0,10018032,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
64145931,A,43685,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/10/2019,8/12/2019,8/12/2019,1,2,2,62547253,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
32204248,A,43617,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/4/2019,6/4/2019,6/4/2019,1,0,0,65513445,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
80434264,A,43630,F,E,24,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,6/16/2019,6/21/2019,7/3/2019,1,17,5,10152864,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,0
24239961,A,43696,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/10/2019,NA,1/0/1900,0,NA,NA,56062517,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,1
50970341,A,43654,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/18/2019,7/18/2019,7/22/2019,1,4,0,10226396,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
89642623,A,43773,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/6/2019,11/6/2019,11/14/2019,1,8,0,10042562,UP.FAC,DUAL,PROFESSOR,0
88766997,A,43647,F,E,33,M,Business Administrator A,130380,Business Administrator A,1,AP,NA,100,NA,7/4/2019,7/5/2019,7/17/2019,1,13,1,10086979,HS.EMP,DUAL,Director Research Admin,1
68920933,A,43661,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,11/13/2019,NA,1/0/1900,0,NA,NA,26634535,UP.STAF,UNIV,RESEARCH SPECIALIST D,2
86604937,A,43780,F,E,34,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,11/12/2019,11/13/2019,11/13/2019,1,1,1,10079283,HS.EMP,DUAL,Dir Neurosurgery Clin Research,0
48416904,A,43617,F,E,22,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,6/4/2019,NA,1/0/1900,0,NA,NA,44027089,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,0
44778186,A,43630,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,UNIV,6/16/2019,6/17/2019,6/17/2019,1,1,1,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
10193687,A,43374,F,E,54,F,Research Specialist C,320030,Research Specialist C,1,AP,NA,100,NA,11/14/2018,12/3/2018,12/6/2018,1,22,19,10117436,UP.FAC,DUAL,PROFESSOR,0
64349833,A,43661,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,46.15,NA,7/17/2019,7/17/2019,1/0/1900,0,NA,0,10119755,UP.STAF,UNIV,DIRECTOR B,0
37022494,A,43731,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,9/24/2019,9/30/2019,1/0/1900,0,NA,6,10100509,UP.STAF,UNIV,DIRECTOR D,0
75573901,A,43536,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,46.15,NA,3/13/2019,3/13/2019,1/0/1900,0,NA,0,45003381,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
70266359,A,43503,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/6/2019,7/29/2019,7/30/2019,1,54,53,10142159,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
72569435,A,43668,F,E,28,F,Research Specialist A,320015,Research Specialist A,1,AP,F-1,100,NA,8/1/2019,8/1/2019,8/19/2019,1,18,0,10024232,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
20235952,A,43770,F,E,23,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,11/6/2019,11/8/2019,11/21/2019,1,15,2,45109187,UP.FAC,UPHS,ASSISTANT PROFESSOR,0
71290032,A,43546,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,5/22/2019,NA,1/0/1900,0,NA,NA,67974517,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
55210061,A,43647,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/5/2019,7/5/2019,7/9/2019,1,4,0,22727091,UP.FAC,UPHS,"ASSOCIATE PROFESSOR, CLIN",0
33892742,A,43739,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/3/2019,10/21/2019,11/1/2019,1,29,18,10003134,UP.FAC,NA,"PROFESSOR, CLINICIAN-EDUC",2
13527296,A,43360,F,E,29,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,2/23/2019,2/28/2019,1/0/1900,0,NA,5,10029207,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
20684215,A,43368,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,8/3/2019,NA,1/0/1900,0,NA,NA,80768193,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,0
62665020,A,43573,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,6/19/2019,NA,1/0/1900,0,NA,NA,27593156,UP.FAC,DUAL,PROFESSOR,0
14795233,A,43472,F,E,22,M,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,53.85,NA,1/9/2019,1/11/2019,1/0/1900,0,NA,2,34231376,UP.STAF,DUAL,ADMINISTRATIVE AND FINANC,2
17157539,A,43602,F,E,23,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/4/2019,6/26/2019,7/5/2019,1,31,22,10090682,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",1
51061983,A,43647,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,7/11/2019,NA,1/0/1900,0,NA,NA,17918349,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
48418594,A,43628,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,UNIV,7/27/2019,NA,1/0/1900,0,NA,NA,43590768,UP.FAC,DUAL,"ASSISTANT PROFESSOR, CLIN",0
20129318,A,43444,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/8/2019,8/14/2019,8/28/2019,1,20,6,57111210,UP.STAF,DUAL,"MANAGER, ADMINISTRATION A",1
46056557,A,43535,F,E,24,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,11/4/2019,NA,1/0/1900,0,NA,NA,83329363,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
56383784,A,43661,F,E,25,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,0,NA,7/19/2019,NA,1/0/1900,0,NA,NA,10187659,UP.FAC,DUAL,PROFESSOR,0
81610154,A,43617,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,6/5/2019,NA,1/0/1900,0,NA,NA,55699770,UP.FAC,DUAL,PROFESSOR,0
61732155,A,43626,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,8/3/2019,NA,1/0/1900,0,NA,NA,78945445,UP.STAF,DUAL,COORDINATOR B,1
83939937,A,43621,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/14/2019,6/21/2019,6/21/2019,1,7,7,10013374,UP.FAC,UNIV,PROFESSOR,0
76577163,A,43709,F,E,24,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/10/2019,9/10/2019,9/11/2019,1,1,0,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
25236421,A,43647,F,E,29,M,Research Coordinator Senior,320085,Research Coordinator Senior,1,AP,NA,100,NA,7/11/2019,7/12/2019,7/12/2019,1,1,1,39819580,UP.STAF,UNIV,BIOSTATISTICIAN,1
82672524,A,43497,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/5/2019,2/7/2019,2/11/2019,1,6,2,10002897,UP.FAC,UNIV,PROFESSOR,0
