Penn_ID_prsn,Emp_Status,Emp_ Status_Date,Full_Part_Time,Exempt_Status,Emp_Age,Emp_Gender,Primary_Position_Name,Primary_Job_Profile_ID,Primary_Job_Profile_Name,Salary_Code,Personnel_Class,Visa_Type,NSO_completion_percent,Supervisory_status,Assignment_Date,Completion_Date,NSO_Complete_Code,number_of_weeks,Manager_Penn_Id,SUP_Employee_Type,Supervisor_Domains,SUP_Job_Code_Description,SUP_Learning
21772531,A,3/4/2019,F,N,23,F,"Coordinator, Program",525461,"Coordinator, Program",1,SS,NA,100,NA,3/5/2019,3/5/2019,1,0,31432334,UP.STAF,NA,EXECUTIVE ASSISTANT A,0
68757383,A,11/11/2019,F,E,50,M,Resource Technologist C,320105,Resource Technologist C,2,AP,LPR,30.77,NA,11/13/2019,1/0/1900,0,-6254.57,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
74309030,A,5/28/2019,F,E,26,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,5/29/2019,6/5/2019,1,1,10216988,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
51789320,A,11/4/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/6/2019,11/6/2019,1,0,13121810,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
16044451,A,6/4/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,8/31/2019,1/0/1900,0,-6244,10020854,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
13331569,A,9/9/2019,F,N,22,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,9/10/2019,9/11/2019,1,0.14,80405309,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
40841894,A,4/29/2019,F,E,26,F,Grants Coordinator A,355800,Grants Coordinator A,1,AP,NA,100,NA,4/30/2019,6/5/2019,1,5.14,10100052,UP.STAF,DUAL,GRANTS MANAGER B,0
10401523,A,10/24/2019,P,NA,27,M,Statistical Analyst A,340430,Statistical Analyst A,NA,AP,NA,7.69,#N/A,10/26/2019,1/0/1900,0,-6252,11236317,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
18339269,A,7/15/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/19/2019,7/31/2019,1,1.71,74125362,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
16561771,A,7/8/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,7/11/2019,1/0/1900,0,-6236.71,10276593,UP.FAC,DUAL,PROFESSOR,0
41944631,A,6/10/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/14/2019,7/8/2019,1,3.43,10267697,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,1
89741847,A,7/1/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,7/5/2019,7/11/2019,1,0.86,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
11738432,A,11/4/2019,F,N,23,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,11/8/2019,11/12/2019,1,0.57,66657138,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
13460809,A,10/28/2019,F,E,40,F,Manager Research Project C,120858,Manager Research Project C,4,AP,NA,100,NA,10/29/2019,11/4/2019,1,0.86,28404242,UP.STAF,UNIV,DIRECTOR D,0
56965025,A,11/5/2018,F,E,27,F,"Specialist, Clinical Data",320095,"Specialist, Clinical Data",2,AP,NA,100,NA,11/14/2018,11/26/2018,1,1.71,10218942,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,1
73775001,A,2/11/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/12/2019,3/1/2019,1,2.43,10029734,UP.FAC,NA,RESEARCH ASSOCIATE PROFES,0
15819310,A,6/1/2019,F,E,25,F,Biostatistician,340450,Biostatistician,2,AP,F-1,0,NA,6/7/2019,1/0/1900,0,-6231.86,10148108,UP.FAC,UNIV,"ASSOCIATE PROFESSOR, CLIN",1
54792923,A,2/1/2019,F,E,32,F,Bioinformatician B,340440,Bioinformatician B,2,AP,H-1B,100,NA,2/5/2019,5/6/2019,1,12.86,10037037,UP.FAC,DUAL,PROFESSOR,0
15759067,A,8/1/2019,F,E,28,F,Medical Physicist A,399023,Medical Physicist A,4,AP,NA,100,NA,8/7/2019,8/29/2019,1,3.14,10088337,UP.STAF,UNIV,CHIEF OF MEDICAL PHYSICS,2
71988816,A,10/1/2018,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,7.69,NA,4/3/2019,1/0/1900,0,-6222.57,10033737,UP.STAF,NA,RESEARCH SPECIALIST B,0
20389161,A,10/21/2019,P,NA,24,F,Clinical Research Assistant A,420068,Clinical Research Assistant A,NA,SS,NA,0,#N/A,10/23/2019,1/0/1900,0,-6251.57,21752512,UP.STAF,UNIV,CLINICAL RESEARCH COORDIN,0
55522416,A,9/24/2018,F,E,43,F,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,NA,11/14/2018,12/6/2018,1,3.14,86268315,UP.STAF,UNIV,DIRECTOR C,2
13757686,A,4/29/2019,F,E,53,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,100,NA,4/26/2019,7/16/2019,1,11.57,63688710,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
88290725,A,6/26/2019,F,N,23,M,Administrative Assistant B,525625,Administrative Assistant B,1,SS,NA,0,NA,10/10/2019,1/0/1900,0,-6249.71,10026975,UP.FAC,UNIV,"PROFESSOR, CLINICIAN-EDUC",0
66428548,A,9/23/2019,F,E,26,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,30.77,NA,9/25/2019,1/0/1900,0,-6247.57,83428133,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
12202667,A,6/10/2019,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,6/11/2019,6/13/2019,1,0.29,26811395,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
30999730,A,6/1/2019,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/13/2019,6/18/2019,1,0.71,23893704,UP.STAF,DUAL,CLINICAL RESEARCH COORDIN,0
56338789,A,9/4/2019,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/6/2019,1/0/1900,0,-6244.86,10019916,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
76179604,A,2/22/2019,F,E,43,F,Research Coordinator,320077,Research Coordinator,1,AP,NA,100,NA,2/27/2019,3/25/2019,1,3.71,10280586,UP.STAF,NA,MANAGER E,1
18631552,A,5/6/2019,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/7/2019,5/14/2019,1,1,55699770,UP.FAC,DUAL,PROFESSOR,0
84095139,A,11/1/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,38.46,NA,11/5/2019,1/0/1900,0,-6253.43,67972864,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
46086581,A,9/16/2019,F,E,39,F,Resource Technologist C,320105,Resource Technologist C,3,AP,NA,100,NA,9/19/2019,9/23/2019,1,0.57,38034309,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,0
82026798,A,2/12/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/19/2019,7/8/2019,1,2.71,10200795,UP.FAC,DUAL,"ASSOCIATE PROFESSOR, CLIN",0
82677279,A,1/2/2019,F,E,27,F,Resource Technologist A,320100,Resource Technologist A,1,AP,NA,100,NA,1/3/2019,1/8/2019,1,0.71,34874030,UP.STAF,UNIV,RESOURCE TECHNOLOGIST C,1
61260252,A,3/11/2019,F,E,27,M,Application Developer C,340059,Application Developer C,2,AP,NA,100,NA,3/12/2019,4/4/2019,1,3.29,32287480,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
46636713,A,9/10/2018,F,E,27,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/14/2018,11/19/2018,1,0.71,10256331,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
72446489,A,1/7/2019,F,N,23,F,Ophthalmic Photographer,435041,Ophthalmic Photographer,1,SS,TN,100,NA,1/8/2019,1/28/2019,1,2.86,11242776,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
48241085,A,10/24/2018,F,E,25,F,Research Specialist A,320015,Research Specialist A,1,AP,LPR,0,#N/A,11/14/2018,1/0/1900,0,-6202.57,50429142,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
76266335,A,7/29/2019,F,E,23,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,8/1/2019,8/8/2019,1,1,78334222,UP.FAC,UNIV,PROFESSOR,0
17460897,A,11/26/2018,F,N,21,M,"Technician, Cagewash B",420181,"Technician, Cagewash B",1,SS,NA,0,NA,11/27/2018,1/0/1900,0,-6204.43,86193809,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
74665664,A,11/4/2019,F,N,51,F,Research Administrative Assistant,525629,Research Administrative Assistant,1,SS,NA,61.54,NA,11/5/2019,1/0/1900,0,-6253.43,10183843,UP.STAF,DUAL,DIRECTOR C,2
83191960,A,11/11/2019,F,E,24,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,11/12/2019,11/25/2019,1,1.86,10037233,UP.STAF,UNIV,ASSOCIATE DIRECTOR E,0
45070993,A,11/1/2018,F,E,32,F,Manager Research Project B,120859,Manager Research Project B,3,AP,NA,100,NA,11/14/2018,12/6/2018,1,3.14,10026323,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
43479922,A,8/19/2019,F,E,28,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,8/20/2019,11/4/2019,1,10.86,34204006,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",2
20064561,A,10/10/2018,F,E,51,F,GXP Auditor,120863,GXP Auditor,3,AP,NA,100,NA,11/14/2018,12/6/2018,1,3.14,25768398,UP.STAF,UNIV,DIRECTOR E,0
69757271,A,4/15/2019,F,N,35,M,Supervisor C,590053,Supervisor C,1,SS,NA,100,UNIV,4/16/2019,5/1/2019,1,2.14,10251972,UP.STAF,UNIV,MANAGER B,2
46172981,A,11/1/2019,F,E,46,F,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,11/7/2019,11/11/2019,1,0.57,10268310,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
69227740,A,2/1/2019,F,N,22,M,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,100,NA,2/5/2019,2/6/2019,1,0.14,17247267,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
78031690,A,1/14/2019,F,N,32,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,H-4,100,NA,1/15/2019,1/16/2019,1,0.14,54069255,UP.STAF,UNIV,RESEARCH SPECIALIST D,1
14603563,A,5/20/2019,F,E,30,F,Social Worker,365056,Social Worker,2,AP,NA,100,NA,5/22/2019,6/10/2019,1,2.71,15145108,UP.STAF,UNIV,ASSOCIATE DIRECTOR C,0
70839559,A,9/16/2019,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,9/19/2019,1/0/1900,0,-6246.71,30271646,UP.STAF,DUAL,DIRECTOR E,2
16727918,A,10/23/2019,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,15.38,NA,10/25/2019,1/0/1900,0,-6251.86,10196729,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
13613242,A,6/3/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/7/2019,6/11/2019,1,0.57,43073611,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
88867123,A,7/8/2019,F,E,23,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,15.38,NA,7/11/2019,1/0/1900,0,-6236.71,10210081,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
80659186,A,1/7/2019,F,N,23,F,Administrative Coordinator,525458,Administrative Coordinator,1,SS,NA,100,NA,1/10/2019,1/14/2019,1,0.57,10199447,UP.STAF,DUAL,DIRECTOR D,1
67791139,A,9/19/2018,F,N,25,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,0,NA,11/14/2018,1/0/1900,0,-6202.57,68575388,UP.STAF,UNIV,RESEARCH SPECIALIST C,1
53349487,A,1/2/2019,F,E,25,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,1/4/2019,1/10/2019,1,0.86,10269116,UP.STAF,DUAL,DIRECTOR C,2
24145827,A,11/12/2018,F,E,29,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,11/16/2018,11/27/2018,1,1.57,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
45176516,A,9/19/2019,F,E,33,F,Communications Specialist,345201,Communications Specialist,3,AP,NA,92.31,NA,9/21/2019,1/0/1900,0,-6247,10183843,UP.STAF,DUAL,DIRECTOR C,2
61449746,A,8/26/2019,F,E,32,F,Manager Research Project B,120859,Manager Research Project B,2,AP,NA,100,NA,8/27/2019,8/28/2019,1,0.14,10037371,UP.FAC,UNIV,PROFESSOR,0
54990836,A,10/1/2018,F,E,26,M,Research Coordinator,320077,Research Coordinator,1,AP,F-1,0,NA,11/14/2018,1/0/1900,0,-6202.57,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
44707734,A,4/8/2019,F,E,35,F,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,NA,4/9/2019,4/15/2019,1,0.86,10060637,UP.STAF,DUAL,"DIRECTOR, FISCAL OPERATIO",0
79280269,A,2/12/2019,F,E,68,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,46.15,NA,11/12/2019,1/0/1900,0,-6254.43,28819798,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,2
10140315,A,12/11/2018,F,E,43,F,Manager Research Project B,120859,Manager Research Project B,4,AP,NA,100,NA,7/5/2019,7/11/2019,1,0.86,87843079,UP.STAF,UNIV,DIRECTOR D,0
65700927,A,10/15/2018,F,N,24,F,"Technician, Psychology",420085,"Technician, Psychology",1,SS,NA,100,NA,11/14/2018,11/28/2018,1,2,10894446,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
65100843,A,5/16/2019,F,E,32,M,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,0,NA,10/11/2019,1/0/1900,0,-6249.86,10235587,UP.STAF,UNIV,CLINICAL RESEARCH MONITOR,0
88850025,A,1/2/2019,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,46.15,NA,1/4/2019,1/0/1900,0,-6209.86,18432888,UP.STAF,DUAL,"DIRECTOR, CLINICAL TRIALS",1
65713996,A,7/8/2019,F,E,27,M,Resource Technologist B,320103,Resource Technologist B,2,AP,NA,100,NA,7/11/2019,7/15/2019,1,0.57,24325571,UP.STAF,UNIV,ASSOCIATE DIRECTOR D,0
66007963,A,8/26/2019,F,E,22,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,9/4/2019,1/0/1900,0,-6244.57,22767810,UP.FAC,DUAL,PROFESSOR,0
38732267,A,6/3/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/4/2019,6/6/2019,1,0.29,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
20339877,A,6/14/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/16/2019,6/18/2019,1,0.29,10002897,UP.FAC,UNIV,PROFESSOR,0
79601712,A,6/10/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,6/11/2019,7/3/2019,1,3.14,10013374,UP.FAC,UNIV,PROFESSOR,0
71351216,A,4/1/2019,F,E,31,F,Associate Director E,120409,Associate Director E,4,AP,NA,100,NA,4/2/2019,4/3/2019,1,0.14,37923847,UP.STAF,UNIV,DIRECTOR D,0
40340383,A,3/11/2019,F,N,41,M,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,3/12/2019,3/22/2019,1,1.43,38871743,UP.STAF,UNIV,DIRECTOR D,2
23930246,A,1/2/2019,F,E,39,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",3,AP,NA,100,NA,1/3/2019,1/14/2019,1,1.57,11687624,UP.STAF,DUAL,ASSOCIATE DIRECTOR E,2
22273871,A,11/1/2018,F,E,36,M,Application Developer C,340059,Application Developer C,3,AP,NA,23.08,NA,11/14/2018,1/0/1900,0,-6202.57,10271959,UP.FAC,DUAL,PROFESSOR,0
58032591,A,8/19/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,8/21/2019,1/0/1900,0,-6242.57,22320129,UP.FAC,DUAL,"ASSISTANT PROFESSOR, CLIN",0
61321584,A,11/26/2018,F,E,42,M,Associate Director D,120417,Associate Director D,3,AP,NA,100,NA,11/27/2018,1/2/2019,1,5.14,10197275,UP.STAF,UNIV,DIRECTOR E,0
18390473,A,5/23/2019,F,E,26,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,#N/A,5/24/2019,5/27/2019,1,0.43,10002897,UP.FAC,UNIV,PROFESSOR,0
72919125,A,2/6/2014,F,E,34,F,Executive Assistant A,120462,Executive Assistant A,2,AP,NA,0,UNIV,5/3/2019,1/0/1900,0,-6226.86,10015453,UP.STAF,UNIV,ADMINISTRATIVE AND FINANC,0
30711564,A,8/21/2019,F,N,22,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,100,NA,9/2/2019,9/10/2019,1,1.14,68575388,UP.STAF,UNIV,RESEARCH SPECIALIST C,1
75760352,A,4/22/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,5/25/2019,6/14/2019,1,2.86,10152595,UP.FAC,UNIV,PROFESSOR,0
20032066,A,10/28/2019,F,E,30,F,Manager Research Project B,120859,Manager Research Project B,3,AP,NA,100,NA,10/29/2019,11/6/2019,1,1.14,10161489,UP.STAF,UNIV,DIRECTOR F,0
38595992,A,8/1/2019,F,E,30,M,Medical Physicist A,399023,Medical Physicist A,4,AP,NA,100,NA,8/7/2019,8/8/2019,1,0.14,10088337,UP.STAF,UNIV,CHIEF OF MEDICAL PHYSICS,2
59380417,A,3/4/2019,F,E,45,F,Manager Research Project A,120860,Manager Research Project A,3,AP,NA,100,UNIV,3/5/2019,3/21/2019,1,2.29,70731697,UP.STAF,UNIV,DIRECTOR C,1
73208043,A,10/9/2019,F,E,37,M,Manager Research Project A,120860,Manager Research Project A,2,AP,NA,100,NA,10/15/2019,10/17/2019,1,0.29,10265994,UP.STAF,UNIV,DIRECTOR E,1
29139973,A,2/21/2019,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,10/4/2019,10/8/2019,1,0.57,10074903,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,1
34770859,A,5/28/2019,F,N,23,M,Research Administrative Coordinator,525689,Research Administrative Coordinator,1,SS,NA,0,NA,10/18/2019,1/0/1900,0,-6250.86,29046510,UP.STAF,UNIV,DIRECTOR C,1
43236974,A,3/1/2019,F,E,26,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,3/2/2019,5/15/2019,1,10.57,10014770,HS.EMP,DUAL,Administrator PAH Cancer Svce,0
56414931,A,3/18/2019,F,E,32,F,Clinical Research Nurse D,315057,Clinical Research Nurse D,3,AP,NA,100,NA,3/19/2019,3/27/2019,1,1.14,10283388,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
44248884,A,2/11/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,2/15/2019,7/7/2019,1,20.29,10244743,UP.STAF,DUAL,MANAGER RESEARCH PROJECT,1
84219568,A,10/2/2019,F,E,25,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,2,AP,NA,100,NA,10/10/2019,11/11/2019,1,4.57,22767810,UP.FAC,DUAL,PROFESSOR,0
17210962,A,9/30/2019,F,E,23,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,10/4/2019,10/18/2019,1,2,74033971,UP.FAC,UNIV,"ASSISTANT PROFESSOR, CLIN",0
40258216,A,10/21/2019,F,E,34,F,Business Administrator A,130380,Business Administrator A,1,AP,NA,100,NA,10/22/2019,11/1/2019,1,1.43,10086979,HS.EMP,DUAL,Director Research Admin,1
34817010,A,1/2/2019,F,E,46,M,Research Specialist C,320030,Research Specialist C,1,AP,NA,0,NA,1/3/2019,1/0/1900,0,-6209.71,76638453,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
10199310,A,9/10/2018,F,E,46,F,Research Specialist C,320030,Research Specialist C,2,AP,LPR,100,NA,12/7/2018,3/27/2019,1,15.71,10119123,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
33363964,A,11/18/2019,F,E,28,F,Grants Coordinator B,355801,Grants Coordinator B,2,AP,NA,100,NA,11/19/2019,11/21/2019,1,0.29,57534643,UP.STAF,DUAL,BUSINESS ADMINISTRATOR C,0
64758830,A,8/5/2019,F,N,25,F,"Technician, Psychology",420085,"Technician, Psychology",1,SS,NA,100,NA,8/8/2019,8/12/2019,1,0.57,10218184,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
47077928,A,11/13/2018,F,E,27,F,Clinical Research Coordinator B,320088,Clinical Research Coordinator B,1,AP,NA,100,NA,11/16/2018,11/26/2018,1,1.43,52199741,UP.STAF,NA,"RESEARCH INVESTIGATOR, SE",0
26524500,A,7/22/2019,F,N,24,F,"Technician, Research Laboratory C",420070,"Technician, Research Laboratory C",1,SS,NA,100,NA,7/25/2019,7/26/2019,1,0.14,69674017,UP.FAC,UNIV,RESEARCH ASSISTANT PROFES,0
29665997,A,8/1/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,8/7/2019,8/28/2019,1,3,41998817,UP.STAF,NA,MANAGER RESEARCH PROJECT,2
60691962,A,5/28/2019,F,E,22,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,100,NA,5/24/2019,6/5/2019,1,1.71,10246254,UP.STAF,UNIV,"SUPERVISOR, CLINICAL RESE",2
65628774,A,7/1/2019,F,E,21,M,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,7/1/2019,7/9/2019,1,1.14,78945445,UP.STAF,DUAL,COORDINATOR B,1
66381731,A,10/15/2018,F,E,24,F,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,LPR,0,NA,11/14/2018,1/0/1900,0,-6202.57,61183306,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
33961944,A,9/9/2019,F,E,52,F,"Research Investigator, Senior",320090,"Research Investigator, Senior",2,AP,NA,100,NA,9/10/2019,9/22/2019,1,1.71,10033492,UP.FAC,UNIV,PROFESSOR,0
41073053,A,11/26/2018,F,N,26,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,11/28/2018,4/23/2019,1,20.86,10129791,UP.STAF,UNIV,MANAGER RESEARCH PROJECT,2
51443170,A,1/14/2019,F,E,39,F,Coordinator B,399115,Coordinator B,2,AP,NA,100,NA,1/15/2019,1/16/2019,1,0.14,10090550,UP.STAF,DUAL,DIRECTOR E,0
68474851,A,9/11/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,0,NA,11/19/2019,1/0/1900,0,-6255.43,61135994,UP.FAC,UNIV,PROFESSOR,0
30687669,A,2/21/2019,F,E,22,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,9/28/2019,10/4/2019,1,0.86,10074903,UP.FAC,UNIV,RESEARCH ASSOCIATE PROFES,1
25636493,A,11/18/2019,F,N,24,F,Clinical Research Assistant B,420074,Clinical Research Assistant B,1,SS,NA,100,NA,11/19/2019,11/21/2019,1,0.29,43636372,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
38131558,A,5/21/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/18/2019,6/20/2019,1,0.29,31525165,UP.STAF,NA,"RESEARCH INVESTIGATOR, SE",0
39305515,A,9/19/2019,F,E,24,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,9/26/2019,10/1/2019,1,0.71,63435258,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
69342469,A,8/12/2019,F,E,26,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,8/21/2019,9/30/2019,1,5.71,63065718,UP.FAC,DUAL,PROFESSOR,0
36929641,A,1/2/2019,F,E,29,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,1/3/2019,1/3/2019,1,0,10008909,UP.FAC,UNIV,ASSOCIATE PROFESSOR,0
15379613,A,12/10/2018,F,E,28,M,Research Specialist B,320020,Research Specialist B,1,AP,H-1B,100,NA,12/11/2018,12/17/2018,1,0.86,32793187,UP.FAC,DUAL,ASSISTANT PROFESSOR,0
86848382,A,9/16/2019,P,NA,21,,Clinical Research Assistant A,420068,Clinical Research Assistant A,NA,SS,NA,0,#N/A,9/24/2019,1/0/1900,0,-6247.43,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
68560171,L,10/10/2019,F,E,32,M,Clinical Research Coordinator C,320092,Clinical Research Coordinator C,2,AP,NA,100,#N/A,6/4/2019,6/6/2019,1,0.29,10280865,UP.STAF,DUAL,DIRECTOR D,0
60197627,A,10/14/2019,F,E,24,F,Research Specialist C,320030,Research Specialist C,2,AP,NA,23.08,NA,10/15/2019,1/0/1900,0,-6250.43,40104293,UP.STAF,UNIV,DIRECTOR D,0
15496183,A,6/14/2019,F,N,30,M,Programmer Junior,340124,Programmer Junior,1,SS,NA,100,NA,6/16/2019,6/20/2019,1,0.57,60643708,UP.FAC,UNIV,ASSISTANT PROFESSOR,0
12138600,A,10/7/2019,F,E,54,F,Research Specialist D,320035,Research Specialist D,3,AP,NA,100,NA,10/8/2019,10/21/2019,1,1.86,52883960,UP.STAF,UNIV,DIRECTOR D,0
45071175,A,9/3/2019,F,E,25,M,Clinical Research Coordinator A,320086,Clinical Research Coordinator A,1,AP,NA,0,NA,9/10/2019,1/0/1900,0,-6245.43,43636372,UP.STAF,DUAL,"SUPERVISOR, CLINICAL RESE",1
38571326,A,6/9/2019,F,E,21,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,100,NA,6/13/2019,6/21/2019,1,1.14,10281681,UP.FAC,DUAL,ASSOCIATE PROFESSOR,0
43488634,A,11/18/2019,F,E,24,F,Research Specialist B,320020,Research Specialist B,1,AP,NA,30.77,NA,11/19/2019,1/0/1900,0,-6255.43,10011932,UP.FAC,DUAL,"PROFESSOR, CLINICIAN-EDUC",0
54142160,A,6/1/2019,F,E,23,F,Research Specialist A,320015,Research Specialist A,1,AP,NA,100,NA,6/18/2019,6/18/2019,1,0,25991693,UP.FAC,DUAL,RESEARCH ASSISTANT PROFES,0
